src_A_mod64,src_l_mod4,dst_Aplus_mod64,dst_lplus_mod4,count,prob,src_total
0,2,16,3,2,0.0076045627376425855,263
0,2,44,2,2,0.0076045627376425855,263
0,2,26,2,2,0.0076045627376425855,263
0,2,24,0,2,0.0076045627376425855,263
0,2,8,2,2,0.0076045627376425855,263
0,2,48,1,2,0.0076045627376425855,263
0,2,52,1,2,0.0076045627376425855,263
0,2,0,1,2,0.0076045627376425855,263
0,2,62,3,2,0.0076045627376425855,263
0,2,30,0,2,0.0076045627376425855,263
0,2,20,3,2,0.0076045627376425855,263
0,2,34,1,2,0.0076045627376425855,263
0,2,22,3,2,0.0076045627376425855,263
0,2,62,1,2,0.0076045627376425855,263
0,2,42,1,2,0.0076045627376425855,263
0,2,36,2,2,0.0076045627376425855,263
0,2,62,2,2,0.0076045627376425855,263
0,2,36,0,2,0.0076045627376425855,263
0,2,2,1,2,0.0076045627376425855,263
0,2,16,1,2,0.0076045627376425855,263
0,2,24,2,1,0.0038022813688212928,263
0,2,34,0,1,0.0038022813688212928,263
0,2,12,0,1,0.0038022813688212928,263
0,2,56,2,1,0.0038022813688212928,263
0,2,46,1,1,0.0038022813688212928,263
0,2,54,2,1,0.0038022813688212928,263
0,2,20,1,1,0.0038022813688212928,263
0,2,26,3,1,0.0038022813688212928,263
0,2,26,0,1,0.0038022813688212928,263
0,2,18,2,1,0.0038022813688212928,263
0,2,14,3,1,0.0038022813688212928,263
0,2,0,2,1,0.0038022813688212928,263
0,2,4,1,1,0.0038022813688212928,263
0,2,54,0,1,0.0038022813688212928,263
0,2,30,1,1,0.0038022813688212928,263
0,2,8,3,1,0.0038022813688212928,263
0,2,40,1,1,0.0038022813688212928,263
0,2,58,1,1,0.0038022813688212928,263
0,2,44,1,1,0.0038022813688212928,263
0,2,48,3,1,0.0038022813688212928,263
0,2,0,3,1,0.0038022813688212928,263
0,2,32,1,1,0.0038022813688212928,263
0,2,28,0,1,0.0038022813688212928,263
0,2,8,0,1,0.0038022813688212928,263
0,2,6,1,1,0.0038022813688212928,263
0,2,34,3,1,0.0038022813688212928,263
0,2,6,3,1,0.0038022813688212928,263
0,2,48,2,1,0.0038022813688212928,263
0,2,46,0,1,0.0038022813688212928,263
0,2,10,3,1,0.0038022813688212928,263
0,2,60,0,1,0.0038022813688212928,263
0,2,18,3,1,0.0038022813688212928,263
0,2,36,1,1,0.0038022813688212928,263
0,2,56,3,1,0.0038022813688212928,263
0,2,10,2,1,0.0038022813688212928,263
0,2,2,3,1,0.0038022813688212928,263
0,3,28,1,7,0.025454545454545455,275
0,3,12,2,6,0.02181818181818182,275
0,3,4,2,6,0.02181818181818182,275
0,3,28,0,6,0.02181818181818182,275
0,3,46,2,6,0.02181818181818182,275
0,3,60,2,6,0.02181818181818182,275
0,3,48,2,6,0.02181818181818182,275
0,3,30,2,6,0.02181818181818182,275
0,3,24,1,5,0.01818181818181818,275
0,3,46,1,5,0.01818181818181818,275
0,3,34,2,5,0.01818181818181818,275
0,3,0,3,5,0.01818181818181818,275
0,3,60,0,4,0.014545454545454545,275
0,3,58,2,4,0.014545454545454545,275
0,3,42,2,4,0.014545454545454545,275
0,3,32,2,4,0.014545454545454545,275
0,3,14,2,4,0.014545454545454545,275
0,3,20,0,4,0.014545454545454545,275
0,3,36,3,4,0.014545454545454545,275
0,3,46,0,4,0.014545454545454545,275
0,3,18,0,4,0.014545454545454545,275
0,3,56,3,4,0.014545454545454545,275
0,3,22,2,4,0.014545454545454545,275
0,3,2,2,4,0.014545454545454545,275
0,3,40,1,4,0.014545454545454545,275
0,3,14,0,4,0.014545454545454545,275
0,3,24,0,3,0.01090909090909091,275
0,3,10,3,3,0.01090909090909091,275
0,3,42,0,3,0.01090909090909091,275
0,3,10,2,3,0.01090909090909091,275
0,3,38,0,3,0.01090909090909091,275
0,3,6,1,3,0.01090909090909091,275
0,3,30,0,3,0.01090909090909091,275
0,3,62,2,3,0.01090909090909091,275
